total_samples,total_positives,total_negatives,true_positives,false_positives,true_negatives,false_negatives,pd,far,tnr,precision,recall,f1_score,multiple_faces_detected,avg_confidence,confidence_scores_positive,confidence_scores_negative,avg_confidence_positive,avg_confidence_negative,timestamp
10,5,5,5,1,4,0,1.0,0.2,0.8,0.8333333333333334,1.0,0.9090909090909091,1,0.6578673254775447,"[0.6811190734640841, 0.6841649375014206, 0.6969019234276917, 0.6862379481803307, 0.6663801479051993]","[0.6376164283839841, 0.628598757749471, 0.6181974643343155, 0.6218761640598581, 0.6575804097690924]",0.6829608060957453,0.6327738448593443,2025-05-24 21:39:43
10,5,5,5,1,4,0,1.0,0.2,0.8,0.8333333333333334,1.0,0.9090909090909091,1,0.6578673254775447,"[0.6811190734640841, 0.6841649375014206, 0.6969019234276917, 0.6862379481803307, 0.6663801479051993]","[0.6376164283839841, 0.628598757749471, 0.6181974643343155, 0.6218761640598581, 0.6575804097690924]",0.6829608060957453,0.6327738448593443,2025-05-24 21:39:56
10,5,5,5,1,4,0,1.0,0.2,0.8,0.8333333333333334,1.0,0.9090909090909091,1,0.6578673254775447,"[0.6811190734640841, 0.6841649375014206, 0.6969019234276917, 0.6862379481803307, 0.6663801479051993]","[0.6376164283839841, 0.628598757749471, 0.6181974643343155, 0.6218761640598581, 0.6575804097690924]",0.6829608060957453,0.6327738448593443,2025-05-24 21:56:35
10,5,5,5,1,4,0,1.0,0.2,0.8,0.8333333333333334,1.0,0.9090909090909091,1,0.6564720874023363,"[0.6828892569256245, 0.6856267252696494, 0.692919891150288, 0.6866183309423167, 0.666415057677851]","[0.6277038869714151, 0.6273226352084348, 0.6167808030489809, 0.6213423942078375, 0.6571018926209659]",0.6828938523931459,0.6300503224115268,2025-05-25 00:20:36
10,5,5,5,1,4,0,1.0,0.2,0.8,0.8333333333333334,1.0,0.9090909090909091,1,0.6821517491101354,"[0.7017795364977343, 0.7288689162694318, 0.7386448699009589, 0.7387563145456241, 0.6988627929499638]","[0.643721194997377, 0.6435535906790635, 0.6222812576345703, 0.6412305244294945, 0.6638184931971362]",0.7213824860327426,0.6429210121875283,2025-05-25 00:28:12
